loan_amnt,term,int_rate,grade,sub_grade,emp_length,home_ownership,annual_inc,purpose,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_util,total_acc,mort_acc,credit_score,loan_default
10000,36,10.140895488302279,B,B1,7 years,MORTGAGE,72313.34,home_improvement,10.18,0,1,13,0,73.6,19,4,693,0
25000,60,12.075273126956876,C,C1,5 years,RENT,82940.71,debt_consolidation,23.71,2,2,18,0,17.3,24,0,684,0
15000,36,8.819982292644976,B,B3,7 years,RENT,73832.45,medical,2.0,0,3,2,1,34.4,4,3,721,0
25000,60,22.264930687666233,F,F2,5 years,RENT,58705.09,debt_consolidation,40.25,0,1,26,0,53.6,33,4,586,1
20000,60,8.708030288660419,B,B2,2 years,MORTGAGE,275559.06,other,15.27,0,3,21,0,39.9,25,0,684,0
20000,60,5.586667193673116,A,A3,4 years,MORTGAGE,26520.67,credit_card,14.77,0,4,18,0,6.6,27,0,724,0
15000,60,5.716750935803246,A,A4,10+ years,MORTGAGE,132437.74,debt_consolidation,18.56,0,1,7,0,43.4,8,2,743,0
25000,36,9.408839181161955,B,B3,9 years,RENT,75518.08,debt_consolidation,14.75,0,0,15,0,41.2,27,0,682,0
20000,36,9.476623613993157,B,B5,< 1 year,MORTGAGE,214559.74,other,29.68,0,0,3,0,57.2,8,1,733,0
20000,36,7.352013635550449,A,A1,7 years,MORTGAGE,22715.33,medical,42.15,0,1,11,0,26.8,19,0,730,0
20000,60,19.34358167790945,E,E3,2 years,RENT,136228.52,debt_consolidation,22.96,0,3,4,1,96.1,9,4,591,0
5000,36,19.528767964420343,E,E3,8 years,RENT,144760.19,credit_card,36.43,2,3,23,0,30.0,30,2,598,0
15000,36,10.132434334361736,B,B4,3 years,OWN,49299.6,other,14.71,0,0,28,0,3.8,40,1,722,0
5000,36,20.129421227946228,E,E3,10+ years,RENT,32527.11,credit_card,18.74,0,0,15,0,61.3,17,4,625,0
10000,36,12.653155587813771,C,C5,2 years,MORTGAGE,193650.13,debt_consolidation,40.55,0,3,24,0,0.5,36,4,691,0
15000,36,19.949144135066287,E,E5,10+ years,RENT,33040.88,major_purchase,2.37,0,3,17,0,77.6,18,0,611,0
15000,36,10.271728315008602,B,B4,1 year,MORTGAGE,101520.03,debt_consolidation,22.76,0,0,26,0,77.4,31,0,699,0
5000,36,13.64678713841562,C,C2,5 years,MORTGAGE,132869.75,major_purchase,37.4,0,4,10,2,24.2,14,0,690,0
10000,36,9.156702624199156,B,B2,7 years,OWN,49198.68,debt_consolidation,27.34,1,2,20,0,38.2,29,0,686,0
15000,36,9.979978316637753,B,B3,5 years,MORTGAGE,49000.07,debt_consolidation,4.57,0,1,17,0,52.7,17,1,704,0
35000,36,13.475541928431538,C,C3,3 years,RENT,156248.12,credit_card,2.71,0,5,22,0,48.4,32,2,656,0
15000,60,15.984050278473333,D,D1,3 years,MORTGAGE,45054.46,other,39.67,0,0,25,0,49.9,36,1,645,0
25000,36,16.839483990791436,D,D2,10+ years,MORTGAGE,38772.39,major_purchase,18.27,0,2,12,0,37.7,12,1,679,0
15000,36,8.675841923109036,B,B5,4 years,MORTGAGE,20000.0,debt_consolidation,20.85,0,0,16,1,11.7,30,2,731,0
10000,36,12.548296500700385,C,C3,6 years,RENT,106184.99,debt_consolidation,8.08,0,0,13,0,13.3,17,0,691,0
5000,36,15.556691223017113,D,D5,10+ years,MORTGAGE,43300.87,debt_consolidation,21.13,1,0,8,0,43.9,21,3,660,0
15000,36,5.761854386791054,A,A2,2 years,MORTGAGE,,home_improvement,18.71,0,0,29,0,64.9,39,2,742,0
30000,60,5.712892124669136,A,A5,6 years,RENT,49598.23,credit_card,35.15,0,0,10,0,59.8,15,4,763,0
15000,36,10.393545226342871,B,B5,10+ years,MORTGAGE,120725.46,major_purchase,4.2,0,2,19,1,16.9,20,0,730,0
15000,60,8.827656517821051,B,B2,7 years,RENT,123634.88,credit_card,28.7,0,3,9,0,95.2,23,2,714,0
25000,36,8.645055949654386,B,B4,3 years,RENT,29813.84,debt_consolidation,43.71,1,0,7,0,10.1,8,0,686,1
25000,36,7.000516876095836,A,A5,10+ years,OWN,41012.1,debt_consolidation,13.03,3,1,13,0,72.7,23,0,762,0
20000,36,13.297028353614698,C,C4,9 years,MORTGAGE,76778.96,other,32.6,0,0,17,1,62.9,19,1,657,0
15000,36,16.772179344013754,D,D5,3 years,MORTGAGE,126038.23,other,4.29,4,0,13,0,90.6,25,4,639,1
35000,36,20.28387732533211,E,E1,1 year,RENT,57976.34,debt_consolidation,21.74,1,0,13,0,,25,2,602,1
15000,36,16.832911308140652,D,D1,7 years,RENT,61608.83,debt_consolidation,16.27,0,0,5,0,0.0,5,0,623,0
10000,36,9.836546410673662,B,B1,10+ years,RENT,66777.16,medical,32.4,0,2,17,0,39.2,20,1,726,0
30000,36,21.91390690928803,F,F2,10+ years,RENT,32033.71,debt_consolidation,43.03,0,0,2,1,4.7,16,0,599,0
35000,60,16.63136564780608,D,D4,10+ years,MORTGAGE,41271.39,other,34.38,1,5,9,0,78.0,13,2,644,0
35000,36,13.531904837961802,C,C5,5 years,MORTGAGE,48477.95,debt_consolidation,8.55,4,1,21,0,53.2,34,1,673,0
20000,36,9.218228278988793,B,B3,7 years,RENT,98770.34,debt_consolidation,36.82,0,1,27,1,44.7,35,2,719,0
30000,36,15.572110614503623,D,D3,7 years,MORTGAGE,159046.91,debt_consolidation,1.39,0,3,6,1,28.7,20,0,652,1
10000,36,12.852929038589215,C,C5,1 year,MORTGAGE,31381.04,debt_consolidation,30.74,0,2,3,1,53.9,11,3,664,0
30000,36,16.25379104009005,D,D3,5 years,OWN,83528.27,major_purchase,2.11,1,0,23,0,1.5,31,4,649,0
25000,36,18.863536375133634,E,E3,2 years,MORTGAGE,61759.04,debt_consolidation,37.8,2,2,3,1,57.6,5,0,637,0
15000,36,22.41755324424077,F,F1,10+ years,RENT,40093.78,other,40.11,0,3,12,0,10.4,17,1,593,0
10000,36,22.608988421925513,F,F2,9 years,RENT,30459.43,debt_consolidation,29.26,2,0,3,0,73.9,4,0,608,1
25000,36,15.817121182800152,D,D4,1 year,MORTGAGE,62142.14,debt_consolidation,10.9,0,0,12,0,92.6,26,0,650,0
15000,60,24.962425546679686,G,G4,2 years,MORTGAGE,38140.27,major_purchase,8.99,1,1,15,0,7.8,16,2,555,1
35000,36,21.65225282719203,F,F3,8 years,RENT,67764.83,other,9.93,4,0,3,0,17.5,3,3,605,0
30000,36,6.635938635248126,A,A4,10+ years,MORTGAGE,29693.77,small_business,13.97,0,2,6,0,47.1,13,1,732,0
25000,36,15.68788979374883,D,D4,6 years,OWN,27936.95,debt_consolidation,22.59,2,0,24,0,22.8,25,3,658,0
15000,60,7.368246081472937,A,A1,10+ years,MORTGAGE,103272.56,home_improvement,2.43,0,0,15,0,17.1,17,2,758,0
25000,60,8.627298104856784,B,B5,4 years,RENT,60912.54,credit_card,34.92,0,5,3,1,5.0,15,2,696,0
25000,60,10.145050073810236,B,B4,2 years,MORTGAGE,,credit_card,22.46,3,0,29,1,48.3,42,1,695,0
15000,36,12.389153052053548,C,C2,10+ years,RENT,39990.15,home_improvement,25.11,1,5,15,0,2.2,25,0,655,0
5000,60,7.0417899750989745,A,A2,1 year,RENT,85389.78,other,29.15,0,0,18,0,93.5,22,1,729,0
25000,36,9.064169213589162,B,B5,3 years,RENT,48552.16,credit_card,7.19,2,1,2,2,53.0,11,0,685,0
10000,60,7.079558807502115,A,A2,4 years,OTHER,86413.69,credit_card,27.13,0,1,11,2,,25,2,757,0
10000,60,17.331371397135214,D,D1,6 years,MORTGAGE,41271.45,other,18.1,0,0,24,0,51.1,27,0,627,0
5000,60,20.371329341876567,E,E1,3 years,RENT,28640.33,credit_card,21.09,0,0,16,0,35.3,18,1,621,0
15000,60,25.7271210224483,G,G2,3 years,RENT,35030.84,credit_card,27.07,0,0,2,0,3.4,16,3,536,1
20000,36,12.850689631780622,C,C4,3 years,MORTGAGE,69842.9,other,10.93,2,4,6,0,2.2,13,1,697,0
5000,60,9.357469171336104,B,B3,5 years,RENT,29943.32,debt_consolidation,3.87,0,1,11,3,23.6,11,1,721,0
20000,36,20.40497883188751,E,E4,10+ years,OWN,,other,18.61,0,1,12,3,37.9,13,3,607,0
30000,36,7.2825276192075545,A,A2,10+ years,RENT,23944.94,major_purchase,6.87,0,1,25,0,93.0,37,0,764,0
20000,36,24.969867255238594,G,G2,6 years,MORTGAGE,49522.76,credit_card,3.51,0,4,9,0,69.4,11,1,543,1
20000,60,16.29585696137348,D,D3,1 year,RENT,110699.29,debt_consolidation,32.63,0,1,23,0,19.9,29,0,658,0
10000,36,12.188419013141916,C,C4,10+ years,MORTGAGE,64302.24,credit_card,27.58,0,0,11,0,84.6,19,3,689,0
15000,36,6.22295745722533,A,A3,4 years,RENT,43840.47,debt_consolidation,7.14,1,1,7,0,98.5,17,0,746,0
20000,36,6.44207114967237,A,A4,1 year,RENT,108045.23,credit_card,22.13,0,0,12,0,57.8,16,0,762,0
30000,36,13.66130813263337,C,C1,10+ years,OWN,,credit_card,41.14,0,0,18,0,17.0,30,3,707,0
30000,60,12.648090500338773,C,C3,< 1 year,RENT,45567.72,major_purchase,40.99,0,0,4,0,36.3,6,4,675,0
15000,60,19.1051858255348,E,E3,< 1 year,MORTGAGE,20529.56,debt_consolidation,19.92,0,1,27,0,55.4,28,1,607,0
10000,60,15.552834005022232,D,D1,4 years,RENT,92073.25,other,41.2,3,0,9,0,56.4,12,1,646,0
25000,60,12.079196481097444,C,C2,2 years,RENT,75815.49,medical,38.19,1,2,29,0,52.8,34,1,684,0
35000,36,10.116100718090452,B,B2,8 years,MORTGAGE,75928.06,other,5.47,1,1,11,1,72.3,23,2,687,0
35000,36,12.32831019613652,C,C3,10+ years,RENT,58578.11,debt_consolidation,12.58,0,0,9,0,11.8,19,0,708,0
35000,36,7.432803099694838,A,A1,5 years,RENT,56884.13,credit_card,11.88,2,3,13,0,42.2,15,0,748,0
10000,60,15.620334138083122,D,D2,10+ years,MORTGAGE,57805.72,debt_consolidation,1.75,0,1,26,1,84.3,36,3,678,0
30000,60,17.112561928178987,D,D5,8 years,RENT,65052.5,debt_consolidation,24.65,0,0,8,2,15.7,12,2,678,1
5000,60,18.73019421177648,E,E1,1 year,RENT,58578.63,small_business,27.5,0,1,29,0,95.4,31,0,593,1
5000,36,13.269792961537735,C,C5,10+ years,MORTGAGE,30979.33,credit_card,2.33,0,2,10,0,37.8,14,1,656,0
20000,36,10.01355976555281,B,B3,10+ years,OWN,20000.0,debt_consolidation,26.97,0,0,11,0,42.3,22,4,691,0
10000,60,18.952241335101743,E,E1,3 years,MORTGAGE,189627.34,debt_consolidation,9.67,0,0,12,0,63.5,26,0,624,0
15000,36,16.621927696537018,D,D3,6 years,RENT,36715.39,other,11.82,0,0,6,0,85.1,19,2,641,0
5000,60,17.0614571771468,D,D3,2 years,OWN,48757.53,major_purchase,1.25,0,1,17,0,12.3,27,0,621,0
5000,36,12.341555510778287,C,C2,1 year,OTHER,105671.54,debt_consolidation,0.52,0,1,7,0,35.4,17,0,684,0
10000,60,19.544939609264972,E,E2,3 years,OTHER,66312.81,debt_consolidation,29.72,0,1,2,0,99.1,8,1,609,0
20000,36,9.565275841928326,B,B4,9 years,RENT,22965.64,other,9.73,1,3,26,2,34.8,32,2,731,0
15000,36,13.535422274670807,C,C1,< 1 year,RENT,26933.59,debt_consolidation,43.16,1,1,17,0,28.1,22,0,696,0
20000,60,19.222907935050976,E,E5,5 years,MORTGAGE,91873.71,credit_card,40.56,0,0,16,0,76.7,19,0,641,0
20000,36,6.7905989535387015,A,A2,6 years,MORTGAGE,77509.85,home_improvement,1.81,0,0,27,0,32.7,41,1,754,0
5000,36,20.400059657946677,E,E2,6 years,RENT,39743.61,debt_consolidation,37.34,0,0,21,0,96.4,25,1,632,0
30000,60,9.917851061074295,B,B1,9 years,MORTGAGE,52849.68,credit_card,30.43,1,1,26,3,67.9,26,0,684,0
5000,60,5.5358625087671465,A,A5,2 years,MORTGAGE,55441.85,debt_consolidation,18.41,0,0,16,0,19.1,30,1,766,0
30000,36,5.80174464759464,A,A2,10+ years,OWN,62851.63,medical,10.42,0,4,13,0,61.0,15,0,747,0
35000,60,19.296275683172748,E,E5,5 years,MORTGAGE,69737.56,other,25.55,0,1,21,0,78.2,26,4,590,0
30000,36,19.308760037298878,E,E2,9 years,RENT,42903.05,other,40.93,0,2,19,0,28.1,19,3,594,1
20000,36,9.161203078787931,B,B1,10+ years,MORTGAGE,82498.21,major_purchase,,0,1,3,0,54.2,3,0,698,0
25000,36,6.386244271012257,A,A3,3 years,OWN,77370.55,credit_card,41.38,0,0,5,0,92.8,17,1,742,0
10000,36,10.386750922292585,B,B3,10+ years,MORTGAGE,91409.39,other,30.65,0,0,17,3,43.8,23,1,692,0
35000,60,10.10900085236333,B,B3,8 years,MORTGAGE,86027.51,credit_card,3.26,0,2,10,0,22.8,20,0,726,0
5000,60,15.777754863860785,D,D5,3 years,MORTGAGE,84726.88,debt_consolidation,22.23,0,0,25,0,85.4,31,3,647,0
20000,36,9.388541990020114,B,B3,6 years,RENT,41240.13,small_business,2.65,0,1,9,3,43.3,19,2,695,0
15000,36,9.863177503754697,B,B4,3 years,RENT,50290.65,major_purchase,31.04,0,2,9,0,27.2,12,3,721,0
25000,36,5.827537295762626,A,A2,9 years,MORTGAGE,32505.49,debt_consolidation,3.21,0,2,21,0,,25,0,747,0
25000,36,12.10138721559599,C,C1,10+ years,OWN,61123.53,debt_consolidation,17.62,3,0,14,0,9.9,21,3,697,0
15000,36,17.415421113573338,D,D3,4 years,RENT,33494.68,small_business,4.64,0,1,28,0,27.4,39,0,650,0
10000,36,17.069308517319374,D,D3,8 years,MORTGAGE,71821.88,credit_card,43.22,0,3,13,0,20.3,17,1,665,1
25000,60,13.770436881600723,C,C3,2 years,MORTGAGE,111267.21,credit_card,12.66,0,3,8,0,8.4,10,1,702,0
35000,60,25.562754049607037,G,G4,3 years,RENT,54153.87,credit_card,22.36,0,1,4,0,91.6,16,2,534,0
5000,60,13.358031198550615,C,C5,8 years,MORTGAGE,39150.48,debt_consolidation,10.64,0,1,3,0,34.3,11,4,657,0
25000,60,20.030170782254835,E,E1,3 years,MORTGAGE,72869.05,debt_consolidation,,0,0,9,0,11.3,15,0,634,0
20000,36,16.550598003406336,D,D1,8 years,RENT,100646.51,credit_card,4.93,0,2,10,0,88.7,14,1,653,0
15000,36,6.014255603324617,A,A2,1 year,RENT,34590.76,credit_card,31.43,0,0,26,0,60.0,37,1,734,0
5000,36,18.6889059549836,E,E3,8 years,RENT,,other,7.77,0,0,19,1,90.1,28,0,591,0
25000,36,13.195017270970837,C,C1,3 years,MORTGAGE,65392.34,other,42.91,0,2,2,1,32.1,13,1,708,0
10000,36,15.938757796540303,D,D1,5 years,MORTGAGE,45852.77,credit_card,26.15,0,0,24,0,59.8,30,2,625,0
30000,36,10.14610898698324,B,B3,6 years,OWN,73698.09,debt_consolidation,40.86,2,2,19,0,5.3,23,0,708,0
10000,60,13.070165506161494,C,C2,1 year,RENT,20281.0,major_purchase,3.81,2,1,24,0,53.6,38,2,663,0
20000,36,20.490734655313396,E,E5,7 years,RENT,66590.57,debt_consolidation,13.87,0,1,6,0,16.6,20,4,614,0
10000,36,9.270754542441285,B,B3,10+ years,RENT,158915.44,credit_card,24.94,1,0,5,0,15.7,8,0,723,0
25000,36,6.338721368757213,A,A5,10+ years,MORTGAGE,75829.85,home_improvement,,0,0,29,0,14.5,41,0,751,0
10000,36,9.03899371055679,B,B4,8 years,RENT,55435.69,small_business,36.1,0,0,6,1,14.0,6,0,682,0
15000,60,12.571970367480608,C,C3,9 years,MORTGAGE,26116.38,credit_card,0.71,0,1,20,0,8.1,28,3,655,0
20000,60,19.454862568893116,E,E5,10+ years,MORTGAGE,44097.32,debt_consolidation,31.86,1,0,19,0,20.3,30,2,647,0
20000,36,15.62907475453503,D,D5,10+ years,RENT,65209.25,major_purchase,24.86,0,1,17,2,3.9,21,2,635,0
20000,36,22.666821499711947,F,F3,7 years,MORTGAGE,57296.68,debt_consolidation,43.15,0,1,7,2,,21,4,586,0
5000,36,12.19728296675188,C,C5,1 year,OTHER,25835.74,medical,36.21,1,2,15,0,25.3,27,0,697,0
5000,36,10.313123978000952,B,B2,7 years,OTHER,62916.79,debt_consolidation,13.58,0,0,15,0,40.7,18,1,731,0
10000,36,9.29809649327787,B,B2,4 years,MORTGAGE,32387.26,home_improvement,0.84,3,4,25,0,25.1,30,3,697,0
5000,36,9.419704823256499,B,B4,10+ years,OTHER,38379.36,credit_card,25.01,0,2,15,0,3.8,24,4,693,0
10000,36,17.42833394960782,D,D4,9 years,OWN,92793.92,home_improvement,23.31,0,0,23,1,59.2,29,1,646,0
5000,36,6.978026591788593,A,A2,7 years,MORTGAGE,46949.87,debt_consolidation,,0,3,23,0,58.5,23,2,740,0
20000,36,9.057682087375488,B,B4,3 years,OWN,36764.24,medical,4.48,1,3,11,1,38.7,12,2,722,1
10000,60,19.111185517355516,E,E3,4 years,MORTGAGE,30007.29,debt_consolidation,26.4,0,2,29,0,93.9,38,1,634,0
15000,60,12.299629685283998,C,C3,3 years,RENT,35272.08,debt_consolidation,44.84,3,0,26,0,61.3,31,1,665,0
25000,60,6.777616475519192,A,A5,5 years,RENT,39194.23,credit_card,1.13,0,0,11,0,76.7,21,2,743,0
25000,36,16.821732879057635,D,D1,5 years,OWN,90652.98,credit_card,2.45,3,2,23,0,85.3,31,0,664,0
20000,36,13.778564851122523,C,C3,6 years,RENT,53145.18,other,0.14,0,1,26,0,84.7,27,2,680,0
5000,36,19.068278679434147,E,E2,1 year,MORTGAGE,,debt_consolidation,2.64,0,3,9,0,41.6,22,0,623,0
20000,60,15.634608860015437,D,D3,5 years,OWN,26877.26,credit_card,10.18,0,1,19,1,32.5,20,3,669,1
10000,60,5.9399803110364395,A,A1,10+ years,RENT,117540.86,credit_card,29.66,0,0,20,0,32.8,26,2,759,0
20000,36,10.426227640276359,B,B1,1 year,MORTGAGE,49523.9,debt_consolidation,22.64,0,3,29,0,89.0,42,1,719,0
30000,36,10.476419933761107,B,B4,< 1 year,RENT,47304.43,home_improvement,3.87,0,2,14,1,6.1,27,0,709,0
20000,36,16.206798554844855,D,D1,7 years,RENT,46980.25,major_purchase,16.01,0,2,21,1,71.7,24,0,670,0
35000,36,12.979810807486354,C,C3,3 years,RENT,210187.95,credit_card,18.26,0,2,16,2,70.4,22,1,651,0
10000,36,17.192566527922484,D,D5,6 years,RENT,40699.56,debt_consolidation,28.53,0,0,6,0,14.9,20,1,625,0
10000,36,12.955503299708498,C,C5,1 year,MORTGAGE,187680.51,credit_card,11.75,0,0,2,0,28.5,4,0,691,0
10000,60,10.41793985219029,B,B1,10+ years,OWN,90952.59,credit_card,0.22,0,4,18,0,40.7,20,0,717,0
5000,36,7.17526451896629,A,A5,8 years,RENT,27914.47,home_improvement,2.9,0,1,5,0,64.7,6,2,737,0
5000,36,9.982892676642525,B,B2,4 years,MORTGAGE,30424.96,small_business,2.26,0,2,27,0,79.0,27,0,716,0
30000,36,13.257074707131926,C,C1,10+ years,MORTGAGE,60792.0,credit_card,37.08,1,0,23,0,27.6,34,1,656,0
15000,36,12.412789554075516,C,C3,9 years,OTHER,57657.48,major_purchase,0.79,0,2,4,0,6.0,5,3,687,0
35000,36,21.365731611875496,F,F3,2 years,RENT,42659.26,debt_consolidation,12.69,0,1,11,0,82.1,23,2,582,1
30000,60,10.233146346163084,B,B2,10+ years,RENT,39295.24,other,15.71,0,2,2,0,42.3,9,1,715,0
25000,36,15.981728361209043,D,D3,< 1 year,MORTGAGE,137212.78,debt_consolidation,36.52,0,0,5,3,8.2,15,1,640,0
30000,36,5.987116191119181,A,A1,10+ years,MORTGAGE,59417.51,medical,34.9,0,1,25,0,27.1,33,0,764,0
10000,60,17.19212097918522,D,D2,2 years,MORTGAGE,71837.24,debt_consolidation,32.14,0,0,28,0,35.0,31,2,626,0
30000,36,5.592660887038258,A,A1,< 1 year,MORTGAGE,58127.78,home_improvement,29.07,0,0,28,0,10.9,35,0,771,0
20000,60,16.93555943761402,D,D5,6 years,RENT,55603.84,credit_card,26.61,1,4,27,0,52.2,36,2,650,1
20000,60,6.731771845433187,A,A3,5 years,MORTGAGE,197343.93,other,42.93,0,0,10,3,89.6,12,1,734,0
20000,60,8.575872997496079,B,B3,4 years,MORTGAGE,76409.83,credit_card,0.23,0,0,13,0,8.6,25,0,738,0
30000,60,12.362409341919806,C,C3,10+ years,MORTGAGE,262543.86,other,22.37,0,2,2,0,56.5,11,2,656,0
30000,36,9.099849020702406,B,B5,< 1 year,RENT,86423.48,debt_consolidation,29.81,0,2,9,2,14.1,10,0,712,0
10000,60,12.45420627525916,C,C4,3 years,MORTGAGE,36629.58,debt_consolidation,28.31,0,0,27,0,27.3,40,1,654,0
5000,36,8.83844238112676,B,B4,3 years,RENT,114264.47,debt_consolidation,44.06,0,0,21,1,79.8,32,0,734,0
10000,36,22.707575476212103,F,F2,2 years,MORTGAGE,51735.96,major_purchase,33.81,0,2,5,0,,10,2,569,0
25000,36,10.34983121508306,B,B2,2 years,MORTGAGE,135244.28,other,26.8,0,3,2,2,81.1,5,0,695,0
5000,36,12.3501807602598,C,C5,3 years,RENT,36111.45,home_improvement,12.26,0,2,18,0,44.6,28,2,690,0
20000,36,19.65659741657808,E,E5,2 years,RENT,20932.0,debt_consolidation,40.31,3,4,16,0,10.3,18,1,643,1
15000,36,16.3664026166311,D,D2,2 years,OTHER,57599.91,medical,14.53,0,0,8,0,98.9,8,0,645,1
30000,36,9.25271246956625,B,B2,6 years,OWN,130708.96,other,32.14,0,1,7,0,3.0,7,1,695,0
25000,36,13.906189157420904,C,C2,2 years,RENT,37109.66,other,15.18,1,0,4,1,76.8,15,2,671,1
20000,36,5.591586439220404,A,A4,10+ years,RENT,76719.56,credit_card,26.84,1,2,10,0,50.0,13,0,775,0
15000,36,13.949386963866557,C,C5,3 years,RENT,36156.56,other,19.34,0,0,12,0,49.7,19,0,705,0
30000,36,12.63526671724185,C,C5,6 years,RENT,95464.29,debt_consolidation,21.0,0,1,2,0,18.8,16,3,657,0
10000,36,16.639030185067433,D,D5,10+ years,RENT,43520.71,home_improvement,18.43,0,2,18,0,90.7,23,0,674,1
20000,60,20.362643093466964,E,E2,9 years,MORTGAGE,63637.98,credit_card,35.56,0,5,23,1,30.7,33,0,641,0
35000,60,9.790285353666988,B,B2,< 1 year,MORTGAGE,44361.13,debt_consolidation,26.54,0,1,20,0,12.8,29,0,712,0
20000,36,7.0341787499558475,A,A5,5 years,MORTGAGE,34536.94,medical,22.68,2,1,6,0,74.9,10,2,735,1
35000,60,8.693634139088342,B,B2,10+ years,MORTGAGE,20000.0,medical,22.23,0,5,7,0,81.5,13,2,707,0
15000,60,13.139642229384009,C,C2,10+ years,OWN,24836.71,other,21.05,0,2,11,0,59.2,23,1,697,0
20000,60,9.12125168288678,B,B5,8 years,MORTGAGE,45842.06,home_improvement,36.52,0,5,29,0,73.0,32,1,696,0
35000,60,16.33890022808262,D,D3,4 years,RENT,70916.81,debt_consolidation,22.44,0,4,11,0,95.7,14,1,640,1
25000,36,12.474872141876066,C,C1,7 years,MORTGAGE,,major_purchase,22.17,0,1,24,0,65.2,26,0,678,0
30000,36,22.2313347406434,F,F5,9 years,MORTGAGE,39660.64,debt_consolidation,6.03,0,1,22,0,15.8,29,1,564,0
30000,36,13.071812633134233,C,C2,5 years,RENT,36968.56,debt_consolidation,11.04,0,0,23,0,74.2,32,2,675,0
5000,60,5.75655189892189,A,A2,10+ years,OWN,24465.07,medical,36.42,1,0,19,0,87.9,27,0,728,0
10000,36,9.958737476408881,B,B3,3 years,MORTGAGE,90520.84,debt_consolidation,37.11,0,1,16,2,29.2,17,0,680,0
25000,36,16.068778059315147,D,D2,10+ years,MORTGAGE,76334.69,major_purchase,15.77,0,0,23,0,31.2,23,0,643,0
30000,36,9.673248414702709,B,B5,8 years,RENT,70861.11,credit_card,8.88,1,2,14,0,15.0,17,0,726,0
25000,36,10.236702735807093,B,B4,10+ years,RENT,66622.67,debt_consolidation,35.55,2,4,6,0,16.6,12,1,739,1
15000,36,9.295330813731045,B,B3,10+ years,RENT,43306.44,other,41.18,0,1,2,1,42.8,13,3,706,0
20000,36,16.77930155043998,D,D2,< 1 year,MORTGAGE,122401.75,home_improvement,31.52,0,2,11,0,72.5,21,1,665,0
20000,60,22.724440704890313,F,F3,10+ years,RENT,33995.64,credit_card,17.02,1,2,20,0,84.6,33,2,573,0
15000,36,9.744638465414926,B,B2,4 years,RENT,40770.03,credit_card,22.22,3,0,25,1,28.1,33,2,718,0
20000,60,10.466047249347945,B,B5,2 years,RENT,29442.94,credit_card,39.45,0,2,19,0,,20,1,720,0
35000,60,12.162643057761878,C,C4,5 years,OWN,50144.93,other,,0,2,14,1,87.9,24,0,670,0
20000,36,9.225495878093351,B,B1,8 years,MORTGAGE,34022.22,home_improvement,2.14,0,0,6,1,90.4,13,1,707,0
10000,36,25.405180655116936,G,G3,1 year,RENT,37137.11,credit_card,40.83,1,2,7,0,,14,0,570,0
20000,60,12.976658998119955,C,C4,10+ years,MORTGAGE,26372.63,other,25.75,1,0,26,1,88.0,27,2,669,0
10000,60,16.01693865997906,D,D3,10+ years,RENT,30483.21,debt_consolidation,28.71,0,1,22,0,44.1,32,2,656,0
25000,60,21.669373749382224,F,F1,10+ years,RENT,20637.07,debt_consolidation,6.21,0,3,16,0,7.9,17,0,574,1
30000,36,16.948447047499403,D,D1,3 years,MORTGAGE,67160.91,credit_card,32.69,0,0,18,0,68.3,24,3,652,0
20000,36,10.07284682765344,B,B4,5 years,MORTGAGE,32294.73,major_purchase,25.36,1,0,7,0,25.8,19,0,683,0
30000,36,16.769446289252514,D,D3,10+ years,OWN,142446.25,other,15.14,0,2,22,0,15.0,29,1,647,0
25000,60,13.777483831802135,C,C3,7 years,MORTGAGE,95624.45,credit_card,30.14,0,3,19,0,68.9,30,1,680,0
15000,36,13.043308047899915,C,C2,10+ years,RENT,56489.17,debt_consolidation,41.31,1,3,8,0,14.3,16,3,700,0
20000,36,25.647362116753854,G,G2,< 1 year,RENT,,other,41.39,0,2,7,0,56.6,11,1,552,1
20000,36,8.714550409927766,B,B3,6 years,MORTGAGE,90681.17,debt_consolidation,1.57,0,0,25,0,27.7,25,0,680,0
15000,60,13.97137594667285,C,C3,10+ years,RENT,40256.73,other,4.15,0,1,4,0,51.7,15,0,652,0
5000,36,7.249162412068748,A,A3,9 years,RENT,47950.56,debt_consolidation,,0,0,15,0,48.4,27,0,752,0
25000,36,7.286913802754736,A,A5,1 year,MORTGAGE,103452.84,debt_consolidation,28.2,0,0,3,0,89.8,5,0,769,0
5000,36,17.260607723285304,D,D1,10+ years,MORTGAGE,107545.34,debt_consolidation,42.02,0,0,14,0,93.0,16,3,674,0
10000,36,17.18455306681073,D,D3,3 years,RENT,,major_purchase,27.73,0,0,22,0,61.2,30,4,669,0
15000,60,15.670325566346268,D,D2,7 years,RENT,214823.9,other,35.91,1,0,5,0,13.3,8,1,640,0
35000,36,10.3207130603001,B,B1,4 years,RENT,24062.73,major_purchase,31.83,0,4,8,0,20.6,13,0,709,0
15000,36,5.837620411476903,A,A3,10+ years,OWN,20000.0,debt_consolidation,19.51,0,3,28,0,55.2,40,4,774,0
25000,36,13.73562737081474,C,C1,10+ years,RENT,152287.36,credit_card,,0,0,29,2,72.8,37,2,701,0
15000,60,13.117026315055183,C,C2,10+ years,MORTGAGE,,major_purchase,28.74,0,0,29,0,8.1,36,2,677,0
10000,36,19.065789631991915,E,E4,6 years,RENT,60550.73,credit_card,29.04,1,0,12,0,63.6,21,1,619,0
